npi,taxonomy_col,taxonomy_code,switch_col,taxonomy_switch
1700865094,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,261QR0208X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1700865094,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,335V00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1467431536,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207L00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1467431536,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207LP2900X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1467431536,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,208VP0014X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,Y
1962472860,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1831160142,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1184695371,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,204D00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1184695371,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1366416943,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1225002819,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2081S0010X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1073588711,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,276400000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1073588711,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1669440269,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1669440269,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1851369920,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,208800000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1992774061,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207P00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1992774061,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207PE0005X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1033170303,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1588625743,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1306808886,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207P00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1154383826,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1386609717,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,213E00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1275598526,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1306802889,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,208600000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1285691931,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1285691931,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RI0011X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1861459380,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1861459380,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1710944939,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,208000000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1710944939,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RI0011X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1710944939,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,N
1427016724,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1427016724,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1073562294,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207T00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1073562294,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207T00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1992754097,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1730138660,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207P00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1841240835,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1841240835,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RI0011X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1841240835,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207RI0011X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,Y
1992755946,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1487605168,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1083668669,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,341600000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1083668669,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1720032311,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2084N0400X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1184678096,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,111N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1073568754,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,275N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1073568754,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1205882610,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,332B00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1578510764,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,3416L0300X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1407896954,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1407896954,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1407896954,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207RI0011X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,Y
1013957505,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,341600000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1598705683,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,208D00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1376586255,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1235172123,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1235172123,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RC0001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1235172123,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,Y
1700829199,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1972547651,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,X
1972547651,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RI0011X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,X
1013952050,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1013952050,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207P00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1679518401,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,363AS0400X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1679518401,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,363A00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1083650733,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1740226026,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1447288246,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1679505325,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,174400000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1497788756,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1710910807,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1952336000,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RG0300X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1639103864,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,3416L0300X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1639103864,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,341600000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1154340180,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207XX0005X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1831113950,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207VX0201X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1255355178,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207ZP0101X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1306860580,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1568478071,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RP1001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1215044755,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207PE0004X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1215044755,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207P00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1174639736,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1174639736,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,2085R0001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1134222151,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1376648501,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,332B00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1568554707,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,363L00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1538258744,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1629168679,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207ZP0102X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1003998386,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1003998386,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1225116585,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,332B00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1366446221,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1922002724,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1922002559,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085B0100X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1922002559,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,2085U0001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1922002559,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,Y
1376548065,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207XX0004X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1376548065,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207X00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1366447971,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1508862012,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1891792099,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1891792099,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1891792099,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,N
1891792099,HEALTHCARE_PROVIDER_TAXONOMY_CODE_4,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_4,N
1891792099,HEALTHCARE_PROVIDER_TAXONOMY_CODE_5,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_5,N
1891792099,HEALTHCARE_PROVIDER_TAXONOMY_CODE_6,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_6,N
1093712960,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1093712960,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,208800000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1083611875,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0200X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1083611875,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RS0012X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1083611875,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207RP1001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,Y
1538167143,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1508864505,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1578561452,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,225100000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1578561452,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,225100000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1487652285,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1295734820,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1356340475,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1356340475,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1023018942,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,363L00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1114928140,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1992706733,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1992706733,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1851392492,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1871594127,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1104827526,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1265433437,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,363LF0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1376545079,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207XX0801X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1376545079,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207XX0801X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1376545079,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207X00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,N
1376545079,HEALTHCARE_PROVIDER_TAXONOMY_CODE_4,207X00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_4,Y
1487656880,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,174400000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1487656880,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1265424584,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1174517056,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1942295936,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,208000000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1942295936,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207R00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1831185651,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,208600000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1497742084,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,174400000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1497742084,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1497742084,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,207NS0135X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,N
1164419545,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207T00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1679560502,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,3416L0300X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1528056066,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,3336L0003X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1528056066,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,261QA0600X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1528056066,HEALTHCARE_PROVIDER_TAXONOMY_CODE_3,261QH0700X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_3,N
1528056066,HEALTHCARE_PROVIDER_TAXONOMY_CODE_4,282N00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_4,Y
1700874054,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1184614240,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1962493270,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1972584050,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1497737365,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1619950912,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2084N0400X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1245214410,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1245214410,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207WX0107X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1245215748,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207W00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1831174978,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,2085R0202X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1245216035,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1659359529,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,213E00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1659359529,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,213ES0131X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,N
1245218882,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207Q00000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,Y
1851370837,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0200X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1851370837,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RP1001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
1780664128,HEALTHCARE_PROVIDER_TAXONOMY_CODE_1,207RC0000X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_1,N
1780664128,HEALTHCARE_PROVIDER_TAXONOMY_CODE_2,207RC0001X,HEALTHCARE_PROVIDER_PRIMARY_TAXONOMY_SWITCH_2,Y
