CONDITION_ID,CONDITION,CONDITION_COLUMN_NAME,CONDITION_CATEGORY,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
1,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",adhd_conduct_disorders_and_hyperkinetic_syndrome,Mental Health,F900,ICD-10-CM,Include,None
1,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",adhd_conduct_disorders_and_hyperkinetic_syndrome,Mental Health,F910,ICD-10-CM,Include,None
1,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",adhd_conduct_disorders_and_hyperkinetic_syndrome,Mental Health,F631,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E018,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E02,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E039,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E038,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E033,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E032,ICD-10-CM,Include,None
2,Acquired Hypothyroidism,acquired_hypothyroidism,Other,E890,ICD-10-CM,Include,None
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2111,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I221,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I222,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2102,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I213,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I220,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2119,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I214,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I228,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2121,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I219,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I21A1,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2109,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I21A9,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I229,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2101,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
3,Acute Myocardial Infarction,acute_myocardial_infarction,Cardiovascular Disease,I2129,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10280,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10229,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ3BZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10121,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10130,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ38ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10281,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10981,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K7010,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1020,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1019,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10950,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10220,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10930,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K2921,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,P043,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,T510X1A,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10159,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10129,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1024,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1099,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10151,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1094,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K7040,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1029,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1026,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10920,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K7031,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10221,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ30ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1014,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10180,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K7041,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10181,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ39ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10951,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10230,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10188,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10150,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K7030,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,T510X3A,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ40ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10959,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ36ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1010,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10250,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10982,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,T510X2A,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,Q860,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K2920,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,T510X4A,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10120,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1027,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K700,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10131,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10232,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10921,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,I426,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,Z7142,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10251,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ33ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10931,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10980,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K7011,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ37ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10139,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10288,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,Z7141,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ93ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ31ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10929,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ34ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1096,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10939,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ32ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10282,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ35ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10132,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ2ZZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F1097,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10259,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K702,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10231,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10239,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,HZ96ZZZ,ICD-10-PCS,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10932,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10988,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,F10182,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,G621,ICD-10-CM,Include,None
4,Alcohol Use Disorders,alcohol_use_disorders,Substance Abuse,K709,ICD-10-CM,Include,None
5,Alzheimer's Disease,alzheimers_disease,Neurodegenerative Disease,G300,ICD-10-CM,Include,None
5,Alzheimer's Disease,alzheimers_disease,Neurodegenerative Disease,G308,ICD-10-CM,Include,None
5,Alzheimer's Disease,alzheimers_disease,Neurodegenerative Disease,G309,ICD-10-CM,Include,None
5,Alzheimer's Disease,alzheimers_disease,Neurodegenerative Disease,G301,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G308,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F05,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G300,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F068,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F0391,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,R4181,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F0281,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F04,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G311,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F061,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G312,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F0151,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G94,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F0280,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G301,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G138,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G3109,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F0390,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G309,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,R54,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,G3101,ICD-10-CM,Include,None
6,Alzheimer's Disease and Related Disorders or Senile Dementia,alzheimers_disease_and_related_disorders_or_senile_dementia,Neurodegenerative Disease,F0150,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5702,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57818,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D580,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57453,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D6189,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D532,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D569,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D649,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D61810,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57413,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57459,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D553,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D644,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D518,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57213,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57418,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D520,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D550,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57219,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D563,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D642,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57419,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D511,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D500,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5740,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D598,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D590,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D568,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D593,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D612,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D62,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D510,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D509,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D562,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D529,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D531,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D589,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57431,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57438,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D6109,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D643,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D630,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D595,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5701,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D6101,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5703,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D528,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D552,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57813,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D571,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D512,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57411,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D581,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D592,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D611,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D560,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57819,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D596,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D613,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5911,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57432,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D61811,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5742,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D638,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D558,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D594,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D6481,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D600,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57458,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D582,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57412,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D519,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D608,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57433,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5720,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D631,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D564,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D6182,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D530,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D6489,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D573,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D619,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5910,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D551,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D61818,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D508,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5780,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D609,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D539,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57811,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5709,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5744,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D565,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D559,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57451,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D588,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57439,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D513,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57452,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D640,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D501,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D591,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57211,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D538,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57218,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5913,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D601,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5912,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D641,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57212,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5700,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D561,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D521,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D57812,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D5919,ICD-10-CM,Include,None
7,Anemia,anemia,Other,D599,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F99,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F4312,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F409,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F422,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F40242,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F40240,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F42,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F488,ICD-10-CM,Include,None
8,Anxiety Disorders,anxiety_disorders,Mental Health,F419,ICD-10-CM,Include,None
